gid,plraum,statbez_name,uuid,geojson
INTEGER,INTEGER,VARCHAR,VARCHAR,VARCHAR
191,3,Kunitz,f9155817-fbbc-4e21-b934-0e93979aedd3,"{""type"":""Polygon"",""bbox"":[11.616943,50.938299,11.668079,50.969390],""coordinates"":[[[11.649584,50.945816],[11.649305,50.944852],[11.649,50.944311],[11.649474,50.944073],[11.649737,50.943812],[11.649826,50.943481],[11.650091,50.943271],[11.649919,50.942917],[11.649934,50.942571],[11.649098,50.941861],[11.649083,50.940419],[11.649443,50.940857],[11.649758,50.940674],[11.648145,50.938299],[11.641204,50.938527],[11.636029,50.938917],[11.633944,50.938822],[11.630247,50.939518],[11.628782,50.939392],[11.62761,50.939158],[11.62624,50.939118],[11.624527,50.938927],[11.624312,50.939945],[11.624932,50.940554],[11.625068,50.941553],[11.623608,50.942506],[11.622882,50.942243],[11.621959,50.943259],[11.621253,50.943791],[11.620283,50.944939],[11.619909,50.944783],[11.618465,50.945566],[11.618098,50.945312],[11.616943,50.946027],[11.617675,50.946045],[11.617253,50.946189],[11.618379,50.946415],[11.619457,50.946905],[11.621587,50.948531],[11.622456,50.948639],[11.623712,50.948561],[11.625364,50.948595],[11.626197,50.949333],[11.627121,50.951004],[11.62802,50.951767],[11.628142,50.952127],[11.627938,50.95213],[11.628036,50.953471],[11.628602,50.954354],[11.631057,50.955141],[11.633913,50.956334],[11.634153,50.957355],[11.633186,50.959406],[11.633139,50.960072],[11.633397,50.960856],[11.633833,50.961275],[11.634902,50.961983],[11.635053,50.962335],[11.634743,50.962853],[11.633151,50.963989],[11.633125,50.964833],[11.633569,50.966087],[11.633798,50.966041],[11.634237,50.96655],[11.635275,50.96719],[11.635944,50.967852],[11.636324,50.968008],[11.637245,50.968053],[11.637744,50.967742],[11.638694,50.966857],[11.641189,50.965864],[11.642036,50.965358],[11.642896,50.964631],[11.64314,50.964579],[11.643639,50.964681],[11.644539,50.965095],[11.645709,50.96584],[11.646129,50.966461],[11.646274,50.968164],[11.647084,50.96939],[11.648043,50.969023],[11.647973,50.968968],[11.648886,50.968284],[11.64934,50.968453],[11.64983,50.967942],[11.649521,50.967604],[11.651386,50.965639],[11.652639,50.964059],[11.6518,50.963748],[11.652142,50.963301],[11.651208,50.963136],[11.650472,50.96285],[11.650436,50.962378],[11.649096,50.962033],[11.648958,50.962255],[11.648188,50.961937],[11.646842,50.961593],[11.647113,50.961405],[11.646776,50.960747],[11.647471,50.960865],[11.647698,50.961069],[11.64791,50.961062],[11.648192,50.960869],[11.648514,50.960796],[11.649074,50.96096],[11.649231,50.961041],[11.649121,50.961191],[11.649755,50.961772],[11.652187,50.962394],[11.653892,50.962295],[11.654778,50.961987],[11.655694,50.961178],[11.657828,50.961326],[11.658304,50.961009],[11.658908,50.96094],[11.6608,50.960378],[11.661032,50.960269],[11.661275,50.959847],[11.662188,50.959208],[11.662305,50.958711],[11.663171,50.957704],[11.664055,50.957738],[11.665328,50.958097],[11.666456,50.957294],[11.667225,50.956997],[11.66715,50.956867],[11.667433,50.956759],[11.66751,50.95605],[11.666491,50.955245],[11.666718,50.955091],[11.668079,50.955117],[11.667082,50.953702],[11.666002,50.953944],[11.662834,50.954275],[11.661898,50.954358],[11.661047,50.954321],[11.660471,50.951655],[11.660744,50.951687],[11.660318,50.950185],[11.66045,50.950174],[11.660514,50.949857],[11.658504,50.950003],[11.658411,50.949654],[11.656867,50.949808],[11.656907,50.949671],[11.651966,50.950457],[11.650973,50.95069],[11.650472,50.94989],[11.650303,50.948593],[11.649923,50.94803],[11.649561,50.948108],[11.649426,50.94754],[11.649846,50.947355],[11.650295,50.947288],[11.649986,50.946116],[11.650177,50.946082],[11.650106,50.945716],[11.649584,50.945816]]]}"
141,3,Maua,c0c28807-1dbd-4de7-8b24-07f3d73a49f0,"{""type"":""Polygon"",""bbox"":[11.560167,50.856092,11.612907,50.878453],""coordinates"":[[[11.585179,50.864427],[11.585771,50.864591],[11.585949,50.86515],[11.587145,50.867239],[11.587915,50.87017],[11.587851,50.870669],[11.590242,50.870941],[11.593966,50.871858],[11.59564,50.872353],[11.596225,50.872617],[11.59762,50.87294],[11.598474,50.873578],[11.597538,50.874073],[11.596376,50.875495],[11.595463,50.87621],[11.595003,50.876728],[11.598822,50.876205],[11.599601,50.878453],[11.600658,50.878391],[11.60144,50.878099],[11.601589,50.87763],[11.601358,50.877348],[11.601844,50.877266],[11.601898,50.876949],[11.602502,50.876841],[11.603302,50.876965],[11.604045,50.876425],[11.604993,50.876378],[11.605008,50.876164],[11.605155,50.876049],[11.60559,50.876026],[11.605795,50.875729],[11.60604,50.875715],[11.606407,50.875888],[11.606804,50.875869],[11.607046,50.875808],[11.607586,50.875371],[11.608014,50.875633],[11.608549,50.87556],[11.60879,50.875193],[11.608661,50.874949],[11.608036,50.874398],[11.608202,50.873917],[11.609515,50.873304],[11.61011,50.873189],[11.610634,50.873195],[11.611153,50.872988],[11.611063,50.87219],[11.608404,50.872881],[11.607848,50.872922],[11.607818,50.872253],[11.608008,50.871805],[11.607077,50.870067],[11.607177,50.869411],[11.609331,50.866845],[11.612226,50.864691],[11.612907,50.864065],[11.612113,50.863611],[11.609931,50.862869],[11.605163,50.861433],[11.602812,50.861024],[11.602019,50.860753],[11.597032,50.860107],[11.589367,50.859307],[11.588354,50.859172],[11.586882,50.858774],[11.585938,50.858637],[11.581913,50.858491],[11.576115,50.857874],[11.572986,50.8574],[11.569773,50.857172],[11.568129,50.856742],[11.56437,50.85614],[11.562583,50.856092],[11.560167,50.857195],[11.562935,50.859289],[11.564369,50.86023],[11.566851,50.860855],[11.574522,50.862179],[11.576452,50.862837],[11.579455,50.863558],[11.582559,50.864087],[11.584485,50.864235],[11.585179,50.864427]]]}"
83,4,Wenigenjena / Schlegelsberg,b0797be0-4dcb-4e1d-995f-1dc1ff0d292d,"{""type"":""Polygon"",""bbox"":[11.604789,50.923689,11.634408,50.946189],""coordinates"":[[[11.63376,50.925172],[11.6335,50.924045],[11.632726,50.924022],[11.63189,50.923857],[11.629573,50.923794],[11.629329,50.924016],[11.628233,50.924111],[11.62599,50.9237],[11.621399,50.923845],[11.621467,50.923689],[11.619473,50.923799],[11.617246,50.92432],[11.616841,50.924588],[11.61654,50.924579],[11.615754,50.924186],[11.615937,50.923983],[11.614657,50.924097],[11.614592,50.923968],[11.613483,50.924085],[11.611963,50.924037],[11.610889,50.924219],[11.610813,50.924363],[11.609296,50.924295],[11.60734,50.924726],[11.607166,50.925229],[11.606922,50.925279],[11.608336,50.925733],[11.609878,50.925816],[11.610563,50.925727],[11.610557,50.926611],[11.610924,50.927598],[11.6094,50.927846],[11.609717,50.92877],[11.609336,50.928973],[11.608447,50.929212],[11.607921,50.92983],[11.60679,50.930468],[11.60618,50.930966],[11.604789,50.931467],[11.605253,50.931725],[11.607033,50.933806],[11.606794,50.933893],[11.607061,50.934398],[11.60637,50.934395],[11.6067,50.9346],[11.60651,50.934615],[11.605989,50.935064],[11.606356,50.93499],[11.607032,50.935077],[11.608444,50.935728],[11.608741,50.935931],[11.609036,50.936551],[11.609351,50.939108],[11.608833,50.941058],[11.608991,50.941433],[11.610404,50.943553],[11.611949,50.944843],[11.612761,50.945274],[11.613841,50.945683],[11.6149,50.945931],[11.617253,50.946189],[11.617675,50.946045],[11.616943,50.946027],[11.618098,50.945312],[11.618465,50.945566],[11.619909,50.944783],[11.620283,50.944939],[11.621253,50.943791],[11.621959,50.943259],[11.622882,50.942243],[11.623608,50.942506],[11.625068,50.941553],[11.624932,50.940554],[11.624312,50.939945],[11.624527,50.938927],[11.62624,50.939118],[11.62761,50.939158],[11.628782,50.939392],[11.630247,50.939518],[11.632829,50.93905],[11.633341,50.938886],[11.634263,50.938851],[11.634,50.937277],[11.634408,50.93733],[11.634313,50.936298],[11.634054,50.936116],[11.633577,50.935378],[11.633216,50.933817],[11.632359,50.933769],[11.632256,50.933499],[11.633106,50.933326],[11.632992,50.932955],[11.63392,50.932866],[11.633612,50.932486],[11.634023,50.93244],[11.634018,50.931523],[11.633761,50.931401],[11.633641,50.930847],[11.634136,50.928893],[11.633826,50.928618],[11.634068,50.926282],[11.63376,50.925172]]]}"
44,5,Jena-Süd,2cb2607f-7c6f-4f90-87d2-2c19cf3e4db0,"{""type"":""Polygon"",""bbox"":[11.524907,50.914749,11.585698,50.938623],""coordinates"":[[[11.542584,50.915323],[11.542141,50.915138],[11.541279,50.914977],[11.540814,50.915437],[11.539396,50.914749],[11.538356,50.915219],[11.538017,50.91519],[11.537643,50.914946],[11.534718,50.916136],[11.533036,50.916604],[11.532702,50.916867],[11.532514,50.9173],[11.532109,50.917596],[11.532247,50.917915],[11.530099,50.918441],[11.528706,50.918618],[11.527808,50.91853],[11.52677,50.917464],[11.526164,50.917491],[11.52578,50.917824],[11.525367,50.918009],[11.525622,50.918366],[11.525124,50.918515],[11.525242,50.918983],[11.524931,50.919171],[11.525008,50.919524],[11.524907,50.91967],[11.525231,50.92],[11.526716,50.921004],[11.527765,50.922726],[11.529363,50.923946],[11.531073,50.924925],[11.531238,50.924829],[11.532168,50.92507],[11.532717,50.925653],[11.535336,50.925699],[11.533133,50.927451],[11.536247,50.929769],[11.536705,50.930489],[11.53687,50.931489],[11.535731,50.931424],[11.534659,50.932663],[11.537282,50.935089],[11.538451,50.936075],[11.539995,50.937174],[11.541351,50.937784],[11.544075,50.93849],[11.545093,50.938623],[11.545409,50.938313],[11.546432,50.937819],[11.547533,50.937681],[11.546181,50.935186],[11.546076,50.934389],[11.546181,50.933947],[11.546787,50.933478],[11.54682,50.932505],[11.547522,50.932318],[11.547817,50.932114],[11.548356,50.931302],[11.550104,50.930408],[11.550965,50.930199],[11.5514,50.930242],[11.551024,50.930975],[11.55142,50.931168],[11.551708,50.931465],[11.552887,50.933084],[11.555859,50.934772],[11.557162,50.93523],[11.557274,50.935049],[11.558622,50.934276],[11.559863,50.933745],[11.563213,50.932678],[11.568725,50.929952],[11.574565,50.928797],[11.575996,50.928285],[11.576916,50.927575],[11.576949,50.927377],[11.577317,50.927261],[11.577944,50.926362],[11.578201,50.926279],[11.580589,50.926182],[11.581582,50.926037],[11.582046,50.925647],[11.582418,50.925786],[11.582537,50.925162],[11.582304,50.924664],[11.582309,50.924305],[11.583039,50.923336],[11.584808,50.922686],[11.585229,50.922687],[11.585224,50.922433],[11.585698,50.921542],[11.585662,50.920886],[11.585246,50.920336],[11.583519,50.919281],[11.582512,50.918808],[11.581216,50.918401],[11.580822,50.918409],[11.580507,50.918022],[11.579899,50.91819],[11.580074,50.918493],[11.578941,50.918607],[11.578148,50.918542],[11.577765,50.918375],[11.576477,50.918424],[11.576461,50.918184],[11.574623,50.918016],[11.573976,50.917997],[11.572933,50.918325],[11.573111,50.918551],[11.57238,50.91872],[11.571567,50.91848],[11.569372,50.918282],[11.569529,50.919511],[11.568832,50.91923],[11.56826,50.919268],[11.567137,50.919178],[11.566235,50.918967],[11.565452,50.918671],[11.564609,50.91859],[11.562648,50.918643],[11.56201,50.918723],[11.561523,50.918927],[11.559221,50.918634],[11.559301,50.918697],[11.557526,50.918504],[11.556663,50.91851],[11.55659,50.919223],[11.555479,50.919165],[11.551012,50.918443],[11.549642,50.918411],[11.549449,50.919069],[11.549039,50.919081],[11.547835,50.918902],[11.547004,50.918584],[11.546949,50.918657],[11.545862,50.918482],[11.544722,50.918418],[11.544682,50.918333],[11.544406,50.91831],[11.543411,50.91834],[11.542584,50.915323]]]}"
90,6,Winzerla,5cb2704b-f535-4659-97c2-3456ef0a2411,"{""type"":""Polygon"",""bbox"":[11.552078,50.874004,11.593817,50.912051],""coordinates"":[[[11.564047,50.874354],[11.563879,50.87603],[11.563147,50.877995],[11.561944,50.880071],[11.559501,50.881522],[11.558988,50.882437],[11.559132,50.884206],[11.560248,50.88559],[11.561139,50.886023],[11.561488,50.886354],[11.561485,50.887195],[11.560304,50.887986],[11.561219,50.888733],[11.559455,50.888946],[11.558915,50.888847],[11.558395,50.889093],[11.559114,50.889961],[11.558668,50.890406],[11.55768,50.89052],[11.55697,50.89085],[11.555293,50.891039],[11.554273,50.891433],[11.554792,50.891768],[11.554088,50.892089],[11.554168,50.892206],[11.552078,50.893056],[11.55407,50.894335],[11.555135,50.895571],[11.554381,50.897033],[11.558435,50.896674],[11.562192,50.898678],[11.561974,50.898647],[11.561706,50.898764],[11.562628,50.899173],[11.564199,50.899619],[11.565279,50.900165],[11.565788,50.900651],[11.566822,50.900308],[11.567161,50.900334],[11.567332,50.900446],[11.568322,50.899482],[11.569215,50.899829],[11.568798,50.900487],[11.569319,50.900621],[11.569507,50.900326],[11.569807,50.900413],[11.569926,50.900754],[11.570511,50.90137],[11.570243,50.902999],[11.570365,50.90333],[11.570545,50.903292],[11.570488,50.902491],[11.570684,50.901579],[11.570463,50.901022],[11.571393,50.900597],[11.572056,50.900573],[11.57264,50.900801],[11.57387,50.902279],[11.573667,50.90233],[11.574436,50.904807],[11.574156,50.907995],[11.575589,50.908097],[11.574545,50.908876],[11.574476,50.909177],[11.574263,50.909151],[11.573983,50.909245],[11.573904,50.90977],[11.574606,50.910493],[11.57486,50.911377],[11.575483,50.912051],[11.576092,50.910651],[11.576043,50.909851],[11.576271,50.908913],[11.576107,50.908992],[11.57613,50.908903],[11.576493,50.908486],[11.576544,50.908255],[11.579041,50.90685],[11.57928,50.906631],[11.579444,50.906216],[11.579621,50.905411],[11.579425,50.904914],[11.577549,50.903709],[11.577667,50.903087],[11.578479,50.900976],[11.579373,50.899339],[11.57998,50.898994],[11.58089,50.897868],[11.581785,50.897336],[11.582715,50.896503],[11.583066,50.895955],[11.583458,50.894819],[11.584902,50.893278],[11.584994,50.892954],[11.587521,50.893266],[11.587975,50.893224],[11.589981,50.893983],[11.590434,50.894317],[11.590597,50.894221],[11.591207,50.89461],[11.591673,50.894622],[11.591638,50.894453],[11.591354,50.894213],[11.591662,50.893133],[11.592028,50.890906],[11.593568,50.891007],[11.593817,50.889493],[11.592376,50.889396],[11.592568,50.889055],[11.592779,50.889035],[11.592428,50.888944],[11.592575,50.888396],[11.59174,50.887808],[11.591722,50.887912],[11.590436,50.887774],[11.590513,50.887249],[11.590358,50.887199],[11.590289,50.88758],[11.588986,50.887486],[11.589101,50.886843],[11.587755,50.886508],[11.587277,50.886251],[11.58582,50.884951],[11.58471,50.883304],[11.582592,50.881259],[11.580316,50.881143],[11.578462,50.880512],[11.576293,50.880658],[11.572497,50.878962],[11.567877,50.876463],[11.570773,50.874004],[11.564047,50.874354]]]}"
120,2,Zwätzen,93adc923-acde-4ad8-83c2-34d7102197b0,"{""type"":""Polygon"",""bbox"":[11.592063,50.951985,11.635349,50.976872],""coordinates"":[[[11.613591,50.954122],[11.611109,50.955164],[11.610984,50.955755],[11.610508,50.955631],[11.60774,50.956873],[11.607569,50.957146],[11.607137,50.957389],[11.606297,50.957363],[11.605934,50.957618],[11.60532,50.957558],[11.604815,50.957828],[11.604627,50.957829],[11.603444,50.957647],[11.602586,50.957368],[11.601756,50.957627],[11.601647,50.957321],[11.601139,50.957523],[11.600632,50.957586],[11.600212,50.957819],[11.599639,50.957721],[11.599068,50.957938],[11.598449,50.957812],[11.597771,50.957971],[11.595345,50.95801],[11.593964,50.958416],[11.592938,50.958603],[11.59278,50.958962],[11.592905,50.959062],[11.592365,50.959429],[11.592371,50.9605],[11.592063,50.96059],[11.59218,50.960737],[11.59224,50.961603],[11.592529,50.961801],[11.592487,50.96198],[11.592804,50.96202],[11.593278,50.962226],[11.593476,50.962437],[11.593818,50.962487],[11.594156,50.962697],[11.594368,50.963005],[11.594289,50.963308],[11.593946,50.963689],[11.593954,50.964176],[11.593424,50.964824],[11.593516,50.965033],[11.59386,50.965259],[11.593938,50.965954],[11.593659,50.96608],[11.593621,50.966218],[11.594153,50.966821],[11.594346,50.967258],[11.594291,50.96746],[11.594928,50.967777],[11.594977,50.9682],[11.595659,50.968608],[11.595372,50.9689],[11.595103,50.969671],[11.595294,50.970663],[11.598547,50.970411],[11.598636,50.970665],[11.599119,50.970558],[11.604063,50.971725],[11.60445,50.971302],[11.606886,50.972178],[11.606741,50.972338],[11.607294,50.972536],[11.607168,50.97269],[11.607893,50.972952],[11.608119,50.972709],[11.609218,50.972911],[11.615838,50.97513],[11.615495,50.97555],[11.616527,50.976593],[11.617241,50.976872],[11.619456,50.975658],[11.621677,50.974792],[11.623721,50.973693],[11.629058,50.971888],[11.630223,50.971379],[11.632741,50.97018],[11.635349,50.968691],[11.634353,50.967879],[11.633848,50.967091],[11.633557,50.966498],[11.633571,50.966019],[11.633054,50.964417],[11.633213,50.963917],[11.634743,50.962853],[11.635048,50.962234],[11.634902,50.961983],[11.633833,50.961275],[11.633397,50.960856],[11.633139,50.960072],[11.633186,50.959406],[11.63411,50.957554],[11.633956,50.956393],[11.633612,50.956147],[11.631057,50.955141],[11.628602,50.954354],[11.628036,50.953471],[11.627938,50.95213],[11.627426,50.952112],[11.623203,50.952822],[11.622726,50.952982],[11.621672,50.952584],[11.620729,50.951985],[11.616005,50.953271],[11.613591,50.954122]]]}"
11,3,Ammerbach Ort,365062dc-1500-45b6-8eaf-70b2c1691a35,"{""type"":""Polygon"",""bbox"":[11.504092,50.895368,11.566935,50.913474],""coordinates"":[[[11.554532,50.90168],[11.554127,50.901214],[11.554528,50.900991],[11.554196,50.900806],[11.553101,50.899564],[11.552797,50.898849],[11.552712,50.896565],[11.552282,50.896421],[11.551836,50.896126],[11.551464,50.896398],[11.550654,50.895844],[11.550172,50.89619],[11.550001,50.89586],[11.549749,50.895793],[11.548798,50.896242],[11.548026,50.896414],[11.547431,50.89628],[11.544954,50.895368],[11.542608,50.895993],[11.541526,50.895805],[11.540404,50.89597],[11.540749,50.896473],[11.540567,50.896535],[11.54203,50.897826],[11.54066,50.898225],[11.540999,50.898748],[11.541198,50.899531],[11.54108,50.900253],[11.541148,50.901313],[11.540578,50.901684],[11.53719,50.90164],[11.535231,50.901289],[11.530252,50.901846],[11.529464,50.902023],[11.526186,50.902341],[11.522933,50.903903],[11.523349,50.904504],[11.522543,50.904434],[11.522427,50.90488],[11.521146,50.905783],[11.51895,50.905191],[11.517241,50.904858],[11.513599,50.903797],[11.51147,50.905539],[11.511694,50.906269],[11.510561,50.906379],[11.510615,50.906564],[11.50856,50.906702],[11.507924,50.906704],[11.507696,50.906601],[11.506708,50.906938],[11.505393,50.906239],[11.504333,50.905819],[11.504098,50.906495],[11.504185,50.906948],[11.504092,50.907269],[11.504276,50.907497],[11.505382,50.908132],[11.505481,50.908525],[11.50528,50.908865],[11.507127,50.910712],[11.507056,50.911474],[11.507383,50.913114],[11.508475,50.913437],[11.50914,50.913474],[11.509967,50.913332],[11.511671,50.912817],[11.513102,50.912643],[11.513641,50.912461],[11.516359,50.913023],[11.518141,50.913258],[11.519234,50.913261],[11.523311,50.912463],[11.526255,50.91212],[11.526344,50.912095],[11.525979,50.911704],[11.52578,50.91163],[11.525263,50.911087],[11.524727,50.910095],[11.52471,50.909722],[11.526668,50.909192],[11.528186,50.90914],[11.528868,50.908662],[11.530769,50.909893],[11.532192,50.910479],[11.536595,50.911412],[11.538296,50.911976],[11.539526,50.912041],[11.542292,50.912972],[11.549484,50.91145],[11.556112,50.910784],[11.557463,50.91089],[11.560743,50.911368],[11.56291,50.911518],[11.564749,50.912197],[11.56533,50.912274],[11.565757,50.912226],[11.566935,50.912521],[11.566636,50.912208],[11.565377,50.911506],[11.564079,50.909826],[11.562613,50.90921],[11.563746,50.907839],[11.563981,50.907932],[11.564818,50.906646],[11.563154,50.906306],[11.564127,50.904987],[11.563114,50.904886],[11.563125,50.903904],[11.563138,50.903743],[11.563784,50.90367],[11.56375,50.902355],[11.564245,50.902265],[11.564213,50.901758],[11.56298,50.901862],[11.561666,50.901597],[11.559324,50.9015],[11.558811,50.901636],[11.557151,50.901813],[11.556607,50.901962],[11.554532,50.90168]]]}"
161,3,Krippendorf,9fe28a78-03de-4c60-a506-cc7957bdc245,"{""type"":""Polygon"",""bbox"":[11.531764,50.961951,11.566805,50.989178],""coordinates"":[[[11.564182,50.964186],[11.563862,50.96335],[11.562239,50.961951],[11.55933,50.963777],[11.556454,50.964913],[11.555919,50.965029],[11.555307,50.965751],[11.55378,50.965341],[11.549666,50.964691],[11.545845,50.963434],[11.544348,50.966006],[11.54241,50.969836],[11.543112,50.970108],[11.541891,50.971751],[11.540645,50.97393],[11.542955,50.974185],[11.541364,50.977098],[11.536965,50.976214],[11.533496,50.980488],[11.531764,50.982878],[11.536269,50.984001],[11.5406,50.984938],[11.539994,50.985878],[11.544787,50.986772],[11.547144,50.987308],[11.546371,50.988932],[11.547423,50.989178],[11.549129,50.986247],[11.551923,50.983083],[11.551431,50.982935],[11.553258,50.980976],[11.554197,50.97976],[11.555134,50.97817],[11.554874,50.977976],[11.556748,50.975568],[11.557891,50.973177],[11.559089,50.971523],[11.559497,50.971671],[11.559712,50.971421],[11.560155,50.971535],[11.561934,50.969554],[11.563609,50.969956],[11.565332,50.96753],[11.566805,50.966049],[11.564773,50.964849],[11.564182,50.964186]]]}"
182,3,Lützeroda,f175ddfe-c293-48a8-b93f-24152e2cdcb7,"{""type"":""Polygon"",""bbox"":[11.543377,50.953271,11.567032,50.965751],""coordinates"":[[[11.543571,50.953306],[11.543377,50.953271],[11.543964,50.955316],[11.544025,50.957405],[11.543904,50.958604],[11.545602,50.958886],[11.544449,50.961328],[11.543529,50.962764],[11.549666,50.964691],[11.55378,50.965341],[11.555307,50.965751],[11.555919,50.965029],[11.556454,50.964913],[11.55933,50.963777],[11.562239,50.961951],[11.563862,50.96335],[11.565895,50.959241],[11.567032,50.957385],[11.565555,50.95743],[11.565646,50.955892],[11.562898,50.956382],[11.562394,50.956148],[11.561907,50.95607],[11.562037,50.955682],[11.560599,50.955605],[11.557889,50.95587],[11.557763,50.956027],[11.556595,50.956052],[11.554369,50.955704],[11.552754,50.95565],[11.551098,50.955467],[11.547351,50.954273],[11.543571,50.953306]]]}"
202,3,Wogau,f96d6c02-ce62-4047-9f2c-20075bef99ec,"{""type"":""Polygon"",""bbox"":[11.653046,50.918419,11.670695,50.938779],""coordinates"":[[[11.670299,50.923535],[11.67051,50.922108],[11.670695,50.922105],[11.67038,50.920681],[11.669284,50.920494],[11.668214,50.920527],[11.66648,50.92008],[11.66548,50.919684],[11.663682,50.919204],[11.662343,50.918419],[11.661224,50.920574],[11.66093,50.923595],[11.661147,50.924687],[11.660572,50.924944],[11.659175,50.925127],[11.658774,50.925673],[11.658138,50.926002],[11.65857,50.926871],[11.657859,50.926977],[11.655234,50.927773],[11.653046,50.928023],[11.653412,50.929279],[11.653394,50.929662],[11.653614,50.92979],[11.653442,50.929881],[11.65401,50.93081],[11.654502,50.932366],[11.654396,50.932846],[11.654615,50.933311],[11.654979,50.933342],[11.656104,50.934318],[11.656545,50.93495],[11.656873,50.935978],[11.656804,50.938762],[11.658281,50.938736],[11.660055,50.938558],[11.66221,50.938779],[11.662952,50.938757],[11.66525,50.93857],[11.665486,50.938347],[11.667548,50.938072],[11.667302,50.93756],[11.667242,50.934493],[11.667787,50.932484],[11.668361,50.929183],[11.669166,50.926944],[11.669863,50.925438],[11.670243,50.924298],[11.670143,50.924262],[11.670299,50.923535]]]}"
71,2,Löbstedt Ort,4dba58c5-e94c-411b-8c1b-cfd2fa9b7ba0,"{""type"":""Polygon"",""bbox"":[11.607670,50.948377,11.628142,50.956651],""coordinates"":[[[11.618497,50.952586],[11.620729,50.951985],[11.621672,50.952584],[11.622769,50.95298],[11.623203,50.952822],[11.627426,50.952112],[11.628142,50.952127],[11.627864,50.951556],[11.62737,50.951249],[11.62699,50.95083],[11.626101,50.949201],[11.625274,50.948564],[11.621966,50.94862],[11.621315,50.948377],[11.620711,50.948645],[11.61657,50.949914],[11.615647,50.950322],[11.615373,50.95017],[11.615256,50.950225],[11.614982,50.950127],[11.614561,50.949869],[11.61331,50.950399],[11.612901,50.950004],[11.611892,50.950433],[11.611263,50.949869],[11.609224,50.9505],[11.608955,50.950788],[11.608195,50.951094],[11.610841,50.952995],[11.607741,50.955284],[11.60767,50.955436],[11.607822,50.955839],[11.608296,50.956651],[11.610508,50.955631],[11.610984,50.955755],[11.611109,50.955164],[11.614291,50.953821],[11.618497,50.952586]]]}"
22,6,Ringwiese Flur Burgau,0ea1d257-8663-4223-b1db-fcd1b67151a8,"{""type"":""Polygon"",""bbox"":[11.575483,50.892954,11.590755,50.913964],""coordinates"":[[[11.590755,50.894392],[11.590597,50.894221],[11.590434,50.894317],[11.589981,50.893983],[11.587975,50.893224],[11.587521,50.893266],[11.584994,50.892954],[11.584902,50.893278],[11.583458,50.894819],[11.583066,50.895955],[11.582715,50.896503],[11.581785,50.897336],[11.58089,50.897868],[11.57998,50.898994],[11.579373,50.899339],[11.578479,50.900976],[11.577667,50.903087],[11.577549,50.903709],[11.578271,50.904248],[11.579253,50.904748],[11.579531,50.905082],[11.579612,50.905529],[11.57928,50.906631],[11.57875,50.907047],[11.576544,50.908255],[11.576493,50.908486],[11.57613,50.908903],[11.576107,50.908992],[11.576271,50.908913],[11.576043,50.909851],[11.576092,50.910651],[11.575483,50.912051],[11.575603,50.912822],[11.576092,50.913824],[11.576017,50.913962],[11.576885,50.913964],[11.577585,50.913809],[11.576775,50.913273],[11.576218,50.912599],[11.576263,50.911876],[11.576839,50.911163],[11.577984,50.91077],[11.579863,50.91039],[11.581361,50.909843],[11.582313,50.909216],[11.583054,50.907732],[11.583352,50.907596],[11.583764,50.90759],[11.583808,50.907403],[11.584024,50.90732],[11.584377,50.905211],[11.582785,50.905056],[11.586025,50.900715],[11.586037,50.900502],[11.586205,50.900514],[11.587702,50.898547],[11.588242,50.897897],[11.588405,50.897841],[11.590755,50.894392]]]}"
30,3,Göschwitz,2e826777-02a2-4959-bd52-dfa8766e1d25,"{""type"":""Polygon"",""bbox"":[11.567877,50.870669,11.602513,50.888396],""coordinates"":[[[11.59575,50.87242],[11.593966,50.871858],[11.590815,50.871053],[11.589402,50.870808],[11.587851,50.870669],[11.587633,50.87141],[11.586955,50.872678],[11.585986,50.873556],[11.585015,50.874137],[11.582715,50.873585],[11.581445,50.873434],[11.571281,50.873895],[11.570773,50.874004],[11.567877,50.876463],[11.572497,50.878962],[11.576293,50.880658],[11.578462,50.880512],[11.580316,50.881143],[11.582592,50.881259],[11.58471,50.883304],[11.58582,50.884951],[11.587277,50.886251],[11.587755,50.886508],[11.589101,50.886843],[11.588986,50.887486],[11.590289,50.88758],[11.590358,50.887199],[11.590513,50.887249],[11.590436,50.887774],[11.591722,50.887912],[11.59174,50.887808],[11.592575,50.888396],[11.593092,50.887639],[11.593417,50.885927],[11.599445,50.886344],[11.599457,50.886265],[11.600674,50.886344],[11.600663,50.886412],[11.602513,50.886537],[11.60244,50.885866],[11.602117,50.885159],[11.600656,50.883477],[11.599447,50.882718],[11.598813,50.881389],[11.598347,50.8811],[11.598108,50.880786],[11.597305,50.880851],[11.596691,50.881271],[11.596428,50.8811],[11.59605,50.880537],[11.595498,50.879051],[11.594876,50.8783],[11.594757,50.877385],[11.595249,50.876405],[11.596376,50.875495],[11.597538,50.874073],[11.598474,50.873578],[11.59762,50.87294],[11.596225,50.872617],[11.59575,50.87242]]]}"
