gid,plraum,statbez_name,uuid,geojson
INTEGER,INTEGER,VARCHAR,VARCHAR,VARCHAR
52,5,Mühlenstraße,70bf14eb-4033-4f2a-b2b4-3ac6ec1699e9,"{""type"":""Polygon"",""bbox"":[11.568657,50.912642,11.580074,50.918720],""coordinates"":[[[11.570717,50.913124],[11.568956,50.912642],[11.568657,50.912924],[11.569061,50.913486],[11.568762,50.914173],[11.56879,50.914444],[11.569207,50.914674],[11.570348,50.914986],[11.570245,50.915112],[11.570283,50.915605],[11.569959,50.915811],[11.569332,50.915949],[11.569296,50.916199],[11.56912,50.916184],[11.569372,50.918282],[11.571567,50.91848],[11.57238,50.91872],[11.573111,50.918551],[11.572933,50.918325],[11.573976,50.917997],[11.576461,50.918184],[11.576477,50.918424],[11.577765,50.918375],[11.5785,50.918596],[11.580074,50.918493],[11.578996,50.916549],[11.578781,50.916601],[11.578442,50.916158],[11.578271,50.916165],[11.577039,50.915579],[11.575923,50.914944],[11.575075,50.913966],[11.574936,50.913424],[11.574185,50.913403],[11.574016,50.913567],[11.573507,50.913727],[11.572648,50.913723],[11.572562,50.913827],[11.571925,50.913592],[11.572183,50.91336],[11.570717,50.913124]]]}"
21,6,Burgau Ort,a967f3ea-3734-4efd-af92-b0bd6fafdc3d,"{""type"":""Polygon"",""bbox"":[11.582785,50.890906,11.599022,50.907657],""coordinates"":[[[11.598732,50.895543],[11.598634,50.895006],[11.598253,50.894509],[11.597089,50.893743],[11.596762,50.893378],[11.595738,50.893249],[11.593674,50.891549],[11.593558,50.891423],[11.593568,50.891007],[11.592028,50.890906],[11.591662,50.893133],[11.591354,50.894213],[11.591692,50.894597],[11.591363,50.894658],[11.590755,50.894392],[11.590608,50.894557],[11.590244,50.895246],[11.588405,50.897841],[11.588242,50.897897],[11.587702,50.898547],[11.586205,50.900514],[11.586037,50.900502],[11.586025,50.900715],[11.582785,50.905056],[11.584377,50.905211],[11.584024,50.90732],[11.583808,50.907403],[11.583764,50.90759],[11.585398,50.907657],[11.587004,50.907364],[11.587346,50.90718],[11.587507,50.906943],[11.588018,50.905462],[11.588537,50.904934],[11.589129,50.904551],[11.58989,50.904389],[11.592176,50.90446],[11.593242,50.904238],[11.593842,50.903985],[11.594866,50.903323],[11.597491,50.901883],[11.598024,50.901488],[11.598377,50.901104],[11.598635,50.900583],[11.598608,50.899743],[11.599022,50.897856],[11.598934,50.896685],[11.598669,50.895971],[11.598732,50.895543]]]}"
142,3,Leutra,7b1ba2fc-ad83-4178-87c1-aa1604ac89e9,"{""type"":""Polygon"",""bbox"":[11.526475,50.857195,11.587915,50.874622],""coordinates"":[[[11.560167,50.857195],[11.559791,50.857488],[11.559205,50.859327],[11.556814,50.858969],[11.556887,50.858691],[11.552809,50.858328],[11.552602,50.858982],[11.550419,50.858677],[11.549809,50.859444],[11.54904,50.85924],[11.547485,50.859315],[11.546999,50.859464],[11.547215,50.859946],[11.547452,50.860101],[11.546993,50.860109],[11.546461,50.859985],[11.546296,50.860036],[11.546102,50.860529],[11.544485,50.860807],[11.544518,50.860957],[11.542238,50.861223],[11.542795,50.862228],[11.541902,50.862231],[11.541231,50.861989],[11.539784,50.862],[11.53969,50.861553],[11.537882,50.861875],[11.537087,50.861929],[11.537,50.86181],[11.535437,50.862158],[11.535617,50.862576],[11.532717,50.862716],[11.531688,50.862638],[11.530205,50.862783],[11.528425,50.862658],[11.52847,50.862336],[11.528287,50.862088],[11.528048,50.862088],[11.527447,50.862316],[11.527067,50.862571],[11.526475,50.863346],[11.530787,50.865968],[11.530533,50.867182],[11.529968,50.868862],[11.529658,50.86885],[11.529583,50.869704],[11.531678,50.869903],[11.533716,50.870355],[11.534754,50.870454],[11.534776,50.870093],[11.537126,50.868773],[11.540023,50.86905],[11.544523,50.868547],[11.549454,50.868695],[11.552207,50.869854],[11.552299,50.870365],[11.552727,50.870194],[11.554314,50.870186],[11.555169,50.870879],[11.556175,50.870698],[11.557037,50.871251],[11.557273,50.871681],[11.558826,50.871439],[11.560372,50.871913],[11.56071,50.872698],[11.56053,50.873967],[11.561433,50.874622],[11.564047,50.874354],[11.570773,50.874004],[11.571281,50.873895],[11.581445,50.873434],[11.582715,50.873585],[11.585015,50.874137],[11.585284,50.874014],[11.586354,50.87327],[11.587213,50.872306],[11.587633,50.87141],[11.587915,50.87017],[11.587145,50.867239],[11.585949,50.86515],[11.585771,50.864591],[11.584485,50.864235],[11.582559,50.864087],[11.579455,50.863558],[11.576452,50.862837],[11.574522,50.862179],[11.566851,50.860855],[11.564369,50.86023],[11.562935,50.859289],[11.560167,50.857195]]]}"
133,3,Ilmnitz,e7afc595-e263-4d92-95b0-9a5d19ed2f3a,"{""type"":""Polygon"",""bbox"":[11.638833,50.878867,11.663763,50.891823],""coordinates"":[[[11.660754,50.888731],[11.66133,50.887141],[11.661946,50.886226],[11.661733,50.885484],[11.662315,50.884358],[11.662512,50.883058],[11.663064,50.882593],[11.663327,50.882213],[11.66352,50.881477],[11.663681,50.881469],[11.663763,50.881279],[11.662274,50.880715],[11.661725,50.880704],[11.661143,50.880548],[11.66064,50.880668],[11.66045,50.880518],[11.659661,50.88039],[11.659307,50.880217],[11.658581,50.880241],[11.658438,50.879992],[11.657821,50.879792],[11.657357,50.879801],[11.656895,50.879387],[11.65572,50.879029],[11.654865,50.880265],[11.654104,50.880264],[11.653688,50.880161],[11.653127,50.879682],[11.652585,50.879491],[11.652135,50.878867],[11.651652,50.879625],[11.650152,50.879462],[11.64994,50.879518],[11.650284,50.880129],[11.651713,50.881086],[11.651515,50.881145],[11.651375,50.881334],[11.650971,50.881176],[11.65018,50.881772],[11.649272,50.881195],[11.648647,50.880947],[11.647864,50.881358],[11.646936,50.882013],[11.647213,50.88239],[11.64741,50.882998],[11.646523,50.882857],[11.645551,50.882056],[11.645271,50.880804],[11.644921,50.880828],[11.644828,50.88047],[11.643803,50.879522],[11.643535,50.880353],[11.643346,50.880346],[11.643259,50.880687],[11.642489,50.881309],[11.642243,50.881974],[11.642425,50.882958],[11.642015,50.883287],[11.642385,50.882949],[11.641287,50.882709],[11.64075,50.88321],[11.639595,50.883733],[11.638845,50.884768],[11.638833,50.884996],[11.639081,50.885359],[11.64001,50.885406],[11.640417,50.885307],[11.641156,50.885283],[11.641459,50.88538],[11.641919,50.886339],[11.641517,50.886491],[11.641772,50.886449],[11.641601,50.886851],[11.641724,50.88746],[11.641679,50.888966],[11.642837,50.88933],[11.643932,50.890028],[11.644922,50.889976],[11.645571,50.890049],[11.647763,50.891021],[11.649035,50.891281],[11.653759,50.891795],[11.655944,50.891823],[11.658332,50.891661],[11.658962,50.891735],[11.660136,50.891561],[11.660392,50.889947],[11.660754,50.888731]]]}"
41,5,Jena-Zentrum,ab9a5a3f-2651-4efa-8755-cddcde29f6de,"{""type"":""Polygon"",""bbox"":[11.582304,50.922686,11.596191,50.935350],""coordinates"":[[[11.589615,50.924852],[11.588533,50.92452],[11.585956,50.923469],[11.58544,50.923117],[11.585229,50.922687],[11.584808,50.922686],[11.583039,50.923336],[11.582309,50.924305],[11.582304,50.924664],[11.582537,50.925162],[11.582388,50.925897],[11.583302,50.926107],[11.583428,50.926607],[11.583306,50.92777],[11.583198,50.927778],[11.583585,50.929063],[11.583319,50.929122],[11.583476,50.929417],[11.582514,50.929536],[11.5827,50.929797],[11.583418,50.9297],[11.583465,50.929828],[11.583191,50.929905],[11.583168,50.930403],[11.583382,50.931261],[11.583963,50.932119],[11.58427,50.933681],[11.584218,50.933922],[11.584354,50.934018],[11.584605,50.934002],[11.584624,50.933762],[11.586442,50.933894],[11.590064,50.933794],[11.590196,50.93391],[11.59047,50.933475],[11.590678,50.933439],[11.591225,50.934153],[11.591789,50.934599],[11.592605,50.934983],[11.594646,50.93535],[11.594607,50.935175],[11.594808,50.935088],[11.594407,50.934709],[11.59492,50.932975],[11.595599,50.932479],[11.596191,50.931316],[11.596133,50.928963],[11.595883,50.928595],[11.595537,50.927374],[11.595015,50.926858],[11.59423,50.926412],[11.592731,50.92585],[11.592175,50.925519],[11.59121,50.925193],[11.589615,50.924852]]]}"
181,3,Cospeda,f238edb5-f438-4203-9aab-0955ab905176,"{""type"":""Polygon"",""bbox"":[11.536419,50.940416,11.573884,50.956382],""coordinates"":[[[11.565276,50.942978],[11.563624,50.942538],[11.562475,50.942033],[11.561466,50.942084],[11.559714,50.941911],[11.559486,50.9427],[11.558005,50.942387],[11.557369,50.941876],[11.556578,50.941572],[11.555207,50.941622],[11.551916,50.941443],[11.551678,50.941624],[11.551167,50.94169],[11.549815,50.94138],[11.549357,50.941156],[11.548141,50.941022],[11.546273,50.940626],[11.545853,50.940416],[11.544291,50.941264],[11.542245,50.941543],[11.541337,50.941404],[11.539787,50.941938],[11.538536,50.942081],[11.538239,50.943691],[11.536419,50.945656],[11.536446,50.946396],[11.538927,50.950037],[11.538802,50.950964],[11.539637,50.952248],[11.539787,50.952718],[11.541215,50.952882],[11.544224,50.953422],[11.547351,50.954273],[11.551098,50.955467],[11.552754,50.95565],[11.554369,50.955704],[11.556595,50.956052],[11.557391,50.95606],[11.557763,50.956027],[11.557889,50.95587],[11.560599,50.955605],[11.562037,50.955682],[11.561907,50.95607],[11.562394,50.956148],[11.562898,50.956382],[11.565646,50.955892],[11.56576,50.955632],[11.567881,50.9558],[11.568618,50.953867],[11.569551,50.952748],[11.570372,50.950967],[11.571895,50.949549],[11.573884,50.947117],[11.573453,50.946764],[11.573521,50.94651],[11.572999,50.946274],[11.573272,50.946185],[11.572986,50.945929],[11.572524,50.945593],[11.572265,50.945589],[11.571911,50.945312],[11.572056,50.945221],[11.571834,50.945067],[11.571596,50.945241],[11.571449,50.945105],[11.571592,50.944757],[11.570997,50.944603],[11.571066,50.944447],[11.571516,50.944174],[11.57015,50.943625],[11.570258,50.943403],[11.566436,50.943016],[11.565509,50.943114],[11.565276,50.942978]]]}"
131,1,Drackendorf / Lobeda-Ost,2030059f-4f79-4857-9d75-e329e6a61186,"{""type"":""Polygon"",""bbox"":[11.622643,50.875225,11.643355,50.885855],""coordinates"":[[[11.637496,50.877267],[11.637721,50.875225],[11.635665,50.875482],[11.634349,50.875954],[11.63213,50.876447],[11.630766,50.876874],[11.627313,50.877301],[11.626401,50.878984],[11.625175,50.880199],[11.625017,50.880385],[11.625086,50.880445],[11.623175,50.880752],[11.623185,50.880664],[11.622882,50.880778],[11.62312,50.880895],[11.623366,50.88155],[11.623643,50.881583],[11.623977,50.881796],[11.623693,50.882316],[11.623434,50.882169],[11.623006,50.882423],[11.623186,50.882527],[11.623442,50.882514],[11.623609,50.882904],[11.623378,50.883],[11.622643,50.884831],[11.624222,50.884857],[11.625456,50.884996],[11.62614,50.884528],[11.628352,50.885833],[11.628674,50.885855],[11.629105,50.88538],[11.629032,50.884973],[11.629381,50.884903],[11.629391,50.884561],[11.629965,50.882956],[11.6303,50.883008],[11.630751,50.882737],[11.633575,50.882229],[11.633613,50.882562],[11.634302,50.882584],[11.634372,50.882768],[11.636597,50.882374],[11.636818,50.882422],[11.640474,50.881888],[11.640593,50.88202],[11.641673,50.881697],[11.641336,50.881396],[11.641681,50.880908],[11.641996,50.881086],[11.64257,50.8812],[11.643325,50.880599],[11.643355,50.880214],[11.643214,50.879993],[11.642301,50.879388],[11.641701,50.879112],[11.641455,50.879384],[11.638418,50.878712],[11.637305,50.878554],[11.637496,50.877267]]]}"
192,3,Laasan,c48a5669-c00e-4f42-8389-4d5a9f60c283,"{""type"":""Polygon"",""bbox"":[11.648145,50.938299,11.673166,50.954358],""coordinates"":[[[11.66876,50.942888],[11.668093,50.941472],[11.665984,50.940074],[11.66525,50.93857],[11.66221,50.938779],[11.660055,50.938558],[11.658281,50.938736],[11.656804,50.938762],[11.652425,50.938318],[11.648145,50.938299],[11.649758,50.940674],[11.649443,50.940857],[11.649083,50.940419],[11.649042,50.941597],[11.649098,50.941861],[11.649934,50.942571],[11.649919,50.942917],[11.650091,50.943271],[11.649826,50.943481],[11.649737,50.943812],[11.649474,50.944073],[11.649,50.944311],[11.649305,50.944852],[11.649584,50.945816],[11.650106,50.945716],[11.650177,50.946082],[11.649986,50.946116],[11.650295,50.947288],[11.649846,50.947355],[11.649426,50.94754],[11.649561,50.948108],[11.649923,50.94803],[11.650303,50.948593],[11.650472,50.94989],[11.650691,50.950383],[11.650816,50.950339],[11.650973,50.95069],[11.651966,50.950457],[11.656907,50.949671],[11.656867,50.949808],[11.658411,50.949654],[11.658504,50.950003],[11.660514,50.949857],[11.66045,50.950174],[11.660318,50.950185],[11.660744,50.951687],[11.660471,50.951655],[11.661047,50.954321],[11.661898,50.954358],[11.664652,50.954087],[11.666002,50.953944],[11.667171,50.953681],[11.669804,50.953734],[11.670096,50.953629],[11.669732,50.953339],[11.67038,50.952651],[11.671576,50.951694],[11.672664,50.951272],[11.672601,50.950803],[11.673166,50.950731],[11.673069,50.950077],[11.672814,50.949626],[11.67076,50.947989],[11.669545,50.946489],[11.668848,50.944913],[11.668938,50.943773],[11.66876,50.942888]]]}"
61,1,Lobeda-Altstadt,2e2f0c1b-e54e-42f2-86a3-e12106fa5b8d,"{""type"":""Polygon"",""bbox"":[11.595123,50.888496,11.634313,50.906690],""coordinates"":[[[11.616058,50.889004],[11.615247,50.889472],[11.616403,50.89044],[11.616527,50.890894],[11.61631,50.89117],[11.617003,50.891645],[11.617268,50.891975],[11.616255,50.89228],[11.613358,50.892925],[11.613332,50.892868],[11.612621,50.892987],[11.612247,50.892921],[11.609808,50.892285],[11.609097,50.89186],[11.609085,50.891334],[11.609275,50.890804],[11.60777,50.890577],[11.607598,50.891283],[11.607305,50.891269],[11.607598,50.890504],[11.606382,50.89029],[11.606043,50.890767],[11.605601,50.890933],[11.605688,50.891492],[11.606027,50.891735],[11.605875,50.891837],[11.605582,50.891509],[11.605446,50.890922],[11.602298,50.890867],[11.602043,50.894786],[11.60177,50.895583],[11.600668,50.895802],[11.599944,50.895761],[11.599389,50.895515],[11.598732,50.895543],[11.598669,50.895971],[11.598934,50.896685],[11.599022,50.897856],[11.598608,50.899743],[11.598704,50.900218],[11.598538,50.900847],[11.598237,50.901274],[11.597663,50.901769],[11.595123,50.903182],[11.595559,50.903444],[11.596388,50.903024],[11.596851,50.9031],[11.597997,50.902982],[11.59886,50.902741],[11.599519,50.903021],[11.600509,50.902852],[11.600947,50.902994],[11.60268,50.902767],[11.60294,50.903528],[11.603416,50.903978],[11.604355,50.904567],[11.606526,50.905135],[11.607871,50.905184],[11.608812,50.905319],[11.611666,50.906057],[11.615632,50.906015],[11.616862,50.906325],[11.618197,50.90645],[11.618908,50.906065],[11.620126,50.906003],[11.624052,50.906055],[11.623932,50.90669],[11.625619,50.905598],[11.629783,50.905773],[11.632339,50.906111],[11.632957,50.906312],[11.63425,50.906291],[11.634313,50.902697],[11.628173,50.899981],[11.62561,50.899906],[11.627506,50.897482],[11.625536,50.895955],[11.622812,50.893335],[11.618691,50.890761],[11.619134,50.89027],[11.619468,50.890223],[11.619855,50.890264],[11.621498,50.890915],[11.62318,50.890936],[11.623943,50.890466],[11.6235,50.888933],[11.623067,50.888605],[11.622865,50.888577],[11.618437,50.888496],[11.61703,50.888581],[11.616058,50.889004]]]}"
183,3,Closewitz,a91363a8-e567-4f73-b395-72e57b2695d1,"{""type"":""Polygon"",""bbox"":[11.563862,50.947083,11.595659,50.975117],""coordinates"":[[[11.575264,50.947083],[11.573884,50.947117],[11.571895,50.949549],[11.570372,50.950967],[11.569551,50.952748],[11.568618,50.953867],[11.567881,50.9558],[11.56576,50.955632],[11.565555,50.95743],[11.567032,50.957385],[11.565895,50.959241],[11.563862,50.96335],[11.564316,50.964399],[11.564773,50.964849],[11.566039,50.965646],[11.568134,50.966653],[11.569552,50.966932],[11.570815,50.967903],[11.572197,50.968122],[11.572967,50.968356],[11.573611,50.968756],[11.574009,50.968873],[11.581732,50.97086],[11.580625,50.973154],[11.582002,50.973054],[11.584716,50.97317],[11.585485,50.972437],[11.587507,50.97285],[11.588362,50.972935],[11.590938,50.974465],[11.592131,50.974771],[11.592987,50.975117],[11.594284,50.973009],[11.595119,50.971092],[11.595294,50.970663],[11.595103,50.969671],[11.595372,50.9689],[11.595659,50.968608],[11.594977,50.9682],[11.594928,50.967777],[11.594322,50.967507],[11.594153,50.966821],[11.593621,50.966218],[11.593659,50.96608],[11.593938,50.965954],[11.593875,50.965312],[11.593516,50.965033],[11.593424,50.964824],[11.593954,50.964176],[11.593946,50.963689],[11.594289,50.963308],[11.594368,50.963005],[11.594156,50.962697],[11.593818,50.962487],[11.593476,50.962437],[11.593278,50.962226],[11.592804,50.96202],[11.592487,50.96198],[11.592529,50.961801],[11.59224,50.961603],[11.59218,50.960737],[11.592063,50.96059],[11.592371,50.9605],[11.592365,50.959429],[11.592905,50.959062],[11.59278,50.958962],[11.592938,50.958603],[11.590789,50.958705],[11.589034,50.958494],[11.587108,50.957692],[11.586763,50.95763],[11.58607,50.957255],[11.584836,50.956858],[11.585154,50.9554],[11.584836,50.954777],[11.585202,50.954454],[11.585556,50.954507],[11.587031,50.952393],[11.588848,50.950704],[11.587079,50.950278],[11.585995,50.949776],[11.581613,50.948983],[11.575264,50.947083]]]}"
81,4,Wenigenjena / Kernberge,2b32ab83-9ea8-49d4-abb8-e63162db8611,"{""type"":""Polygon"",""bbox"":[11.576161,50.912344,11.599606,50.926858],""coordinates"":[[[11.586661,50.913294],[11.585297,50.912624],[11.585239,50.913203],[11.586023,50.91409],[11.585493,50.914227],[11.585026,50.914125],[11.585009,50.914262],[11.584177,50.914116],[11.581917,50.913394],[11.576161,50.912344],[11.576414,50.912909],[11.577102,50.913555],[11.579711,50.914674],[11.581031,50.915601],[11.581242,50.915923],[11.581354,50.916494],[11.580655,50.917254],[11.580421,50.917708],[11.580576,50.918172],[11.580797,50.918392],[11.581392,50.918447],[11.583182,50.91911],[11.58429,50.919718],[11.585439,50.920511],[11.585683,50.92095],[11.585709,50.92148],[11.585221,50.922641],[11.585519,50.923189],[11.586355,50.92365],[11.588797,50.924614],[11.59121,50.925193],[11.592175,50.925519],[11.592731,50.92585],[11.59423,50.926412],[11.595015,50.926858],[11.595446,50.92627],[11.59554,50.925605],[11.596441,50.924943],[11.597477,50.924966],[11.599414,50.924648],[11.599606,50.9247],[11.599344,50.923781],[11.598309,50.923876],[11.598238,50.923736],[11.59859,50.923264],[11.598378,50.923262],[11.598356,50.923194],[11.598558,50.922304],[11.598449,50.92228],[11.598419,50.921089],[11.597948,50.921161],[11.597844,50.920862],[11.599512,50.920458],[11.599544,50.92028],[11.598898,50.91983],[11.599136,50.919067],[11.599057,50.918459],[11.598546,50.918367],[11.597707,50.917927],[11.596505,50.917569],[11.595683,50.916687],[11.594742,50.916583],[11.594787,50.916524],[11.5941,50.916137],[11.594672,50.915687],[11.594377,50.915538],[11.594947,50.915072],[11.59401,50.914839],[11.593276,50.915117],[11.592731,50.914329],[11.591992,50.914507],[11.592625,50.915299],[11.591245,50.914035],[11.590901,50.914157],[11.589538,50.913103],[11.589015,50.913739],[11.588415,50.913513],[11.588036,50.913228],[11.587367,50.913635],[11.586661,50.913294]]]}"
170,3,Isserstedt,131ce071-8bf3-4ae5-b5d8-e3935162f05e,"{""type"":""Polygon"",""bbox"":[11.498756,50.941149,11.544025,50.972044],""coordinates"":[[[11.519995,50.947817],[11.515712,50.947485],[11.513484,50.946794],[11.513092,50.947424],[11.512051,50.947113],[11.511389,50.946681],[11.507237,50.94547],[11.501574,50.944687],[11.500791,50.946914],[11.499324,50.950058],[11.499717,50.950145],[11.498756,50.952498],[11.499438,50.952573],[11.499482,50.953432],[11.500782,50.953463],[11.500428,50.955455],[11.500346,50.957516],[11.500581,50.958204],[11.501374,50.959633],[11.501428,50.960163],[11.502684,50.96021],[11.502332,50.962039],[11.504883,50.96218],[11.504386,50.965014],[11.503129,50.965002],[11.503104,50.967021],[11.506386,50.967011],[11.508849,50.967399],[11.510697,50.967825],[11.51739,50.969671],[11.522324,50.970619],[11.524003,50.97108],[11.524044,50.971012],[11.525033,50.971258],[11.524859,50.971548],[11.526662,50.972044],[11.526598,50.971966],[11.526776,50.971896],[11.528421,50.969861],[11.528216,50.969791],[11.529777,50.96822],[11.532063,50.966892],[11.532948,50.966067],[11.533898,50.96485],[11.534608,50.963227],[11.536033,50.96377],[11.537338,50.964641],[11.538152,50.964661],[11.538651,50.964366],[11.53901,50.963999],[11.539354,50.962948],[11.540061,50.962888],[11.540033,50.962766],[11.540306,50.962738],[11.540597,50.962306],[11.541925,50.961785],[11.542508,50.960855],[11.543445,50.959917],[11.543724,50.958572],[11.543904,50.958604],[11.544025,50.957405],[11.543964,50.955316],[11.543377,50.953271],[11.541215,50.952882],[11.539787,50.952718],[11.539637,50.952248],[11.538802,50.950964],[11.538927,50.950037],[11.536446,50.946396],[11.536419,50.945656],[11.538239,50.943691],[11.538536,50.942081],[11.539787,50.941938],[11.541337,50.941404],[11.542245,50.941543],[11.542422,50.941312],[11.541237,50.941149],[11.540069,50.941747],[11.539261,50.941894],[11.537806,50.941995],[11.534003,50.942648],[11.533225,50.943509],[11.533646,50.945217],[11.533547,50.945375],[11.53279,50.945774],[11.532715,50.945898],[11.526761,50.945965],[11.525059,50.946299],[11.52133,50.945944],[11.520706,50.946601],[11.519995,50.947817]]]}"
100,3,Wöllnitz,aa0db20d-dcaf-4261-a683-9078cbc2a95e,"{""type"":""Polygon"",""bbox"":[11.576161,50.902741,11.645256,50.915299],""coordinates"":[[[11.59886,50.902741],[11.597997,50.902982],[11.596851,50.9031],[11.596388,50.903024],[11.595559,50.903444],[11.595123,50.903182],[11.593842,50.903985],[11.592755,50.904363],[11.591745,50.904476],[11.58989,50.904389],[11.589129,50.904551],[11.588537,50.904934],[11.587892,50.905631],[11.587507,50.906943],[11.587266,50.907235],[11.586622,50.907487],[11.586006,50.907596],[11.585063,50.907662],[11.583498,50.907586],[11.58318,50.907646],[11.582834,50.908013],[11.582313,50.909216],[11.581921,50.90952],[11.581211,50.909922],[11.579863,50.91039],[11.576987,50.911056],[11.576385,50.911665],[11.576161,50.912344],[11.581917,50.913394],[11.584177,50.914116],[11.585009,50.914262],[11.585026,50.914125],[11.585493,50.914227],[11.586023,50.91409],[11.585239,50.913203],[11.585297,50.912624],[11.587367,50.913635],[11.588036,50.913228],[11.588415,50.913513],[11.589015,50.913739],[11.589538,50.913103],[11.590901,50.914157],[11.591245,50.914035],[11.592625,50.915299],[11.591992,50.914507],[11.592731,50.914329],[11.593276,50.915117],[11.59401,50.914839],[11.594893,50.915058],[11.595768,50.913346],[11.602275,50.912197],[11.606884,50.913694],[11.61102,50.912229],[11.616149,50.909814],[11.618167,50.908541],[11.621451,50.907881],[11.622836,50.90793],[11.623102,50.908074],[11.623628,50.909155],[11.626023,50.908044],[11.629415,50.907142],[11.630723,50.907005],[11.632933,50.906946],[11.634882,50.907603],[11.635977,50.908493],[11.636965,50.908177],[11.639202,50.907718],[11.641122,50.907882],[11.641956,50.907155],[11.644467,50.906673],[11.645159,50.906368],[11.645256,50.905882],[11.644552,50.90582],[11.640752,50.906008],[11.639001,50.906244],[11.638284,50.906155],[11.637443,50.906294],[11.635777,50.906361],[11.632957,50.906312],[11.632339,50.906111],[11.629783,50.905773],[11.625619,50.905598],[11.623932,50.90669],[11.624052,50.906055],[11.620126,50.906003],[11.618908,50.906065],[11.618197,50.90645],[11.616862,50.906325],[11.615632,50.906015],[11.611666,50.906057],[11.608812,50.905319],[11.607871,50.905184],[11.606526,50.905135],[11.604355,50.904567],[11.603416,50.903978],[11.60294,50.903528],[11.60268,50.902767],[11.600947,50.902994],[11.600509,50.902852],[11.599519,50.903021],[11.59886,50.902741]]]}"
112,4,Ziegenhainer Tal,b15ecb4a-e639-4c06-bd94-14e139ca965e,"{""type"":""Polygon"",""bbox"":[11.594100,50.910833,11.619581,50.925307],""coordinates"":[[[11.594842,50.915159],[11.594377,50.915538],[11.594672,50.915687],[11.5941,50.916137],[11.594787,50.916524],[11.594742,50.916583],[11.595683,50.916687],[11.596505,50.917569],[11.597707,50.917927],[11.598546,50.918367],[11.599057,50.918459],[11.599136,50.919067],[11.598898,50.91983],[11.599544,50.92028],[11.599512,50.920458],[11.597844,50.920862],[11.597948,50.921161],[11.598419,50.921089],[11.598449,50.92228],[11.598558,50.922304],[11.598356,50.923194],[11.598378,50.923262],[11.59859,50.923264],[11.598238,50.923736],[11.598309,50.923876],[11.599344,50.923781],[11.59959,50.924608],[11.601055,50.925074],[11.60236,50.925307],[11.6033,50.925278],[11.604495,50.925029],[11.605335,50.925116],[11.605784,50.925037],[11.606176,50.924806],[11.607626,50.924688],[11.609296,50.924295],[11.610813,50.924363],[11.610889,50.924219],[11.611963,50.924037],[11.613483,50.924085],[11.614592,50.923968],[11.614657,50.924097],[11.615937,50.923983],[11.615754,50.924186],[11.61654,50.924579],[11.616841,50.924588],[11.617246,50.92432],[11.617557,50.924242],[11.617519,50.923997],[11.618091,50.923917],[11.618939,50.923597],[11.618659,50.923013],[11.618365,50.922702],[11.618184,50.922144],[11.61862,50.922093],[11.617968,50.920467],[11.6184,50.920393],[11.618192,50.920036],[11.618123,50.91919],[11.618895,50.919038],[11.618773,50.917486],[11.618388,50.916332],[11.619581,50.916192],[11.619507,50.915742],[11.619423,50.915631],[11.619059,50.915566],[11.618831,50.915333],[11.618638,50.915364],[11.61859,50.915197],[11.618198,50.915175],[11.617793,50.914875],[11.618222,50.914734],[11.617453,50.91445],[11.617563,50.913307],[11.617106,50.91309],[11.617096,50.912849],[11.616911,50.912615],[11.616803,50.912544],[11.616674,50.91272],[11.616518,50.912714],[11.616101,50.912323],[11.615722,50.912252],[11.614884,50.911847],[11.614404,50.911477],[11.613906,50.910833],[11.61102,50.912229],[11.606884,50.913694],[11.602275,50.912197],[11.595768,50.913346],[11.594842,50.915159]]]}"
111,3,Ziegenhain Ort,00d10964-acc1-43f2-8771-095a58d642df,"{""type"":""Polygon"",""bbox"":[11.613906,50.906947,11.640456,50.924242],""coordinates"":[[[11.618895,50.919038],[11.618123,50.91919],[11.618192,50.920036],[11.6184,50.920393],[11.617968,50.920467],[11.61862,50.922093],[11.618184,50.922144],[11.618365,50.922702],[11.618659,50.923013],[11.618939,50.923597],[11.618091,50.923917],[11.617519,50.923997],[11.617557,50.924242],[11.619473,50.923799],[11.621467,50.923689],[11.621399,50.923845],[11.62599,50.9237],[11.628233,50.924111],[11.629329,50.924016],[11.629573,50.923794],[11.63189,50.923857],[11.632726,50.924022],[11.6335,50.924045],[11.634187,50.922602],[11.634951,50.921357],[11.637062,50.920581],[11.638183,50.920448],[11.638598,50.920267],[11.639384,50.918696],[11.639471,50.917516],[11.639796,50.91611],[11.640022,50.915799],[11.640053,50.914359],[11.640456,50.91399],[11.639814,50.912355],[11.638567,50.910135],[11.637812,50.910094],[11.636684,50.910235],[11.636152,50.910099],[11.634667,50.909458],[11.633438,50.908673],[11.6331,50.907941],[11.632911,50.906947],[11.630723,50.907005],[11.629415,50.907142],[11.626023,50.908044],[11.623628,50.909155],[11.623102,50.908074],[11.622836,50.90793],[11.621451,50.907881],[11.618167,50.908541],[11.616149,50.909814],[11.613906,50.910833],[11.614404,50.911477],[11.614884,50.911847],[11.615722,50.912252],[11.616101,50.912323],[11.616518,50.912714],[11.616674,50.91272],[11.616803,50.912544],[11.616911,50.912615],[11.617096,50.912849],[11.617106,50.91309],[11.617563,50.913307],[11.617453,50.91445],[11.618222,50.914734],[11.617793,50.914875],[11.618198,50.915175],[11.61859,50.915197],[11.618638,50.915364],[11.618831,50.915333],[11.619059,50.915566],[11.619423,50.915631],[11.619507,50.915742],[11.619581,50.916192],[11.618388,50.916332],[11.618773,50.917486],[11.618895,50.919038]]]}"
